"284b44f8-6ccb-4cd6-8d06-f2ad882a47c3","16 Mile Brewing Co","micro","413 S Bedford St","null","null","Georgetown","Delaware","19947-1849","United States","-75.37816436","38.6788938","3022538816","http://www.16milebrewery.com","Delaware","413 S Bedford St"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"ee6d39c6-092f-4623-8099-5b8643f70dbe","16 Stone Brewpub","brewpub","9542 Main St","null","null","Holland Patent","New York","13354","United States","-75.2565195","43.24211175","3158658500","http://www.16stonebrewpub.com","New York","9542 Main St"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"d35b40b0-a3ff-4878-a6ee-9caa2149b521","1623 Brewing CO, llc","contract","1146 colonel Joshua Ct","null","null","Westminister","Maryland","21157","United States","null","null","null","null","Maryland","1146 colonel Joshua Ct"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"84bd3b3c-bd2d-4e07-bc31-b43a8c8ebf4c","1717 Brewing Co","micro","322 E Court Ave","null","null","Des Moines","Iowa","50309-2015","United States","-93.6120353","41.5872267","5152437868","http://1717brewing.com","Iowa","322 E Court Ave"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"f41a0c47-ba9b-4547-bfed-fcbefe0fc74b","1718 Ocracoke Brewing","brewpub","1129 Irvin Garrish Hwy","null","null","Ocracoke","North Carolina","27960","United States","-75.97176063","35.10715368","2529282337","http://www.ocracokebrewing.com","North Carolina","1129 Irvin Garrish Hwy"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"84d621c4-81a5-44e6-aca7-1566c2e67cc0","1781 Brewing Company","micro","11109 Plank Rd","null","null","Spotsylvania","Virginia","22553-4258","United States","null","null","5408412598","null","Virginia","11109 Plank Rd"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"896f26a1-d80e-4790-9287-026a86c1799d","180 and Tapped","micro","2010 A State Ave","null","null","Coraopolis","Pennsylvania","15108","United States","-80.15020356","40.50984957","4127375273","http://www.180andtapped.com","Pennsylvania","2010 A State Ave"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"46839a79-b7bf-4733-b91b-ce116d062a57","1817 Brewery","micro","100 B South Olive St","null","null","okolona","Mississippi","38860","United States","-88.750264","34.001703","6623055907","null","Mississippi","100 B South Olive St"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"1a1b2165-73ed-40aa-b89b-56794d140f22","1840 Brewing Company","micro","342 E Ward St","null","null","Milwaukee","Wisconsin","53207-1348","United States","-87.90606942","43.00436242","4142364056","http://www.1840brewing.com","Wisconsin","342 E Ward St"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"fe6b9893-b93e-43d5-a9f6-3e0c89a3f13c","1850 Brewing Company","micro","null","null","null","Mariposa","California","95338","United States","-119.9036592","37.570148","null","http://www.1850restaurant.com","California","null"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"b51f3cdf-60ff-4ae1-94a7-76906c7d62eb","18th Street Brewery","micro","5725 Miller Ave","null","null","Gary","Indiana","46403-2871","United States","-87.26887786","41.59928343","null","http://www.18thstreetbrewery.com","Indiana","5725 Miller Ave"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"add7f978-942e-4d56-b209-c80837a51d69","18th Street Brewery","micro","5417 Oakley Ave","null","null","Hammond","Indiana","46320-1817","United States","-87.517422","41.61556796","null","null","Indiana","5417 Oakley Ave"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"dbde8235-2b55-4d8b-8b1c-438155abe104","1905 Brewing Company","micro","1301 S Chestnut St","null","null","Assumption","Illinois","62510-8504","United States","-89.0503635","39.5172564","2172549374","http://1905BrewingCompany.com","Illinois","1301 S Chestnut St"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"4f4b5b34-d572-4dff-a18f-47e507c073e6","1912 Brewing","micro","2045 N Forbes Blvd Ste 105","null","null","Tucson","Arizona","85745-1444","United States","-110.9927505","32.24673727","5202564851","http://www.1912brewing.com","Arizona","2045 N Forbes Blvd Ste 105"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"4ccad9b9-f9cf-4d21-b6d5-ab005ee1532d","192 Brewing","micro","7324 NE 175th St","null","null","Kenmore","Washington","98028-2500","United States","-122.2415652","47.75670075","4254242337","http://www.192brewing.com","Washington","7324 NE 175th St"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"4a09f017-db8f-42e1-a8ec-a0cd81c28761","1940's Brewing Company","micro","1337 Lincoln Ave Unit 1","null","null","Holbrook","New York","11741-2275","United States","null","null","6315334838","http://www.1940sbrewingcompany.com","New York","1337 Lincoln Ave Unit 1"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"4dcaeaa3-d7cc-4016-9392-5bde4e3a8f4d","1st Republic Brewing Co","micro","39 River Rd Ste 6","null","null","Essex Junction","Vermont","05452-3879","United States","null","null","8028575318","http://www.1strepublic-homebrew.com","Vermont","39 River Rd Ste 6"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"9046adec-ed04-4c60-8043-4a02e9e2dabc","2 Basset Brewery","micro","202 E Main St","null","null","White Sulphur Springs","Montana","59645-9081","United States","-110.9004865","46.54807609","4065472337","http://www.2bassetbrewery.com","Montana","202 E Main St"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"8436b02b-9a06-474c-b5eb-8ff9aedf1f99","2 Dogz and A Guy Brewing","micro","228 Church St","null","null","Montrose","Pennsylvania","18801-1271","United States","-75.8800318","41.8336364","5704320069","http://2dogzandaguybrewing.com","Pennsylvania","228 Church St"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"2005a2bb-0f89-4520-8553-f79cf0b4c909","2 Feet Brewing Company","brewpub","80 Columbia St","null","null","Bangor","Maine","04401-6319","United States","-68.77283099","44.80012684","2075731979","http://www.2feetbrewing.com","Maine","80 Columbia St"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"6948c755-a504-42f9-88e8-d04d027731e5","2 Row Brewing","micro","6856 S 300 W","null","null","Midvale","Utah","84047-1083","United States","-111.9007652","40.5950202","8019878663","http://www.2rowbrewing.com","Utah","6856 S 300 W"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"fb2460bb-d6bb-4690-a700-f0b5628cc7dd","2 Silos Brewing Company","micro","9925 Discovery Blvd","null","null","Manassas","Virginia","20109","United States","null","null","7034202257","http://www.2silosbrewing.com","Virginia","9925 Discovery Blvd"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"836cb05e-ee8f-4798-859e-fe0bedb0186a","2 Tones Brewing Co.","micro","4539 E Broad St","null","null","Whitehall","Ohio","43213-1308","United States","-82.9118174","40.0030689","null","http://www.2tonesbrewingco.com","Ohio","4539 E Broad St"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"5ec3b488-48bd-49a7-9828-05bd90195cd5","2 Tread Brewing Co","brewpub","1018 Santa Rosa Plz","null","null","Santa Rosa","California","95401-6399","United States","-122.7167729","38.4387767","4152330857","http://www.2treadbrewing.com","California","1018 Santa Rosa Plz"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"8624d11b-8593-49a8-89b4-c46a0f111cd7","2 Way Brewing Company","brewpub","18 W Main St","null","null","Beacon","New York","12508-2512","United States","-73.9809868","41.5082102","8452027334","http://www.2waybrewingcompany.com","New York","18 W Main St"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"5cda93ce-6b16-4374-9d43-bb4383be0187","2 Witches Winery and Brewing Company","micro","209 Trade St","null","null","Danville","Virginia","24541-3545","United States","-79.42125553","36.58590349","4345492739","http://www.2witcheswinebrew.com","Virginia","209 Trade St"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"64a48d9e-08e9-45e3-83ca-f00d24bb7e49","20 Corners Brewing LLC","brewpub","14148 NE 190th St Ste A","null","null","Woodinville","Washington","98072-8437","United States","-122.1517007","47.76864301","4253755223","http://www.20cornersbrewing.com","Washington","14148 NE 190th St Ste A"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"c018299b-db2d-438b-b58c-ecaa0f07a0df","210 Brewing Co","brewpub","3438 Stoluckquamish Ln","null","null","Arlington","Washington","98223-9056","United States","-122.18421","48.215096","3604749740","http://www.angelofthewind.com","Washington","3438 Stoluckquamish Ln"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"00fdce16-e1dd-4678-87f2-45550f9083e1","212 Brewing Company","contract","21476 Route 23","null","null","Davenport","New York","13750","United States","null","null","2123779050","null","New York","21476 Route 23"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"46a8ed58-5d1a-413e-871e-d2d29d6d43f0","217 Brew Works","micro","217 South St S","null","null","Wilson","North Carolina","27893-4911","United States","-77.9120318","35.7227625","2529916959","null","North Carolina","217 South St S"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"63baab9a-b561-4eff-8619-f95290a61b77","21st Amendment Brewery","regional","2010 Williams St Unit A","null","null","San Leandro","California","94577-2334","United States","-122.1772928","37.71130036","5105952111","http://www.21st-Amendment.com","California","2010 Williams St Unit A"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"8f9621dc-da98-4ddb-82a1-039c9e2b3224","21st Amendment Brewery Cafe","brewpub","563 2nd St","null","null","San Francisco","California","94107-1411","United States","-122.3925769","37.782448","4153690900","http://www.21st-amendment.com","California","563 2nd St"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"84337872-75da-4cdd-9f8f-1e1691f21642","21st St Brewers Bar","brewpub","2017 Chouteau Ave","null","null","Saint Louis","Missouri","63103","United States","-90.213781","38.624291","3142416969","http://www.21stbrew.com","Missouri","2017 Chouteau Ave"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"2711c5ad-83cb-4917-932e-b8bbf1a25ffb","23 Brewing Company / Lizzie B's Cafe","brewpub","2010 KY Route 321","null","null","Prestonsburg","Kentucky","41653-9103","United States","null","null","6068862844","http://www.23brewingcompany.com","Kentucky","2010 KY Route 321"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"e05dc493-284f-4ece-995e-19899398f077","238 Brewing Company","closed","10321 E Day Mt Spokane Rd","null","null","Mead","Washington","99021","United States","null","null","5092382739","http://www.238brewing.com","Washington","10321 E Day Mt Spokane Rd"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"c70c8ad5-4bfa-4b2a-a383-7e7d15e0baf9","23rd Street Brewery","brewpub","3512 Clinton Pkwy","null","null","Lawrence","Kansas","66047-2145","United States","-95.28093353","38.9429674","7858562337","http://www.brew23.com","Kansas","3512 Clinton Pkwy"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"6751228c-5373-4a54-8d68-72df6849a437","26 Degree Brewing Company","micro","2600 E Atlantic Blvd","null","null","Pompano Beach","Florida","33062-4940","United States","-80.1224169","26.2316338","9545326964","null","Florida","2600 E Atlantic Blvd"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"d6e77d51-2fa2-44cb-89b3-c94bf1dc77df","28th State Brewing","planning","null","null","null","Houston","Texas","77095-6933","United States","null","null","null","https://www.instagram.com/28thstatebrew/?hl=en","Texas","null"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"7d13ee75-e7e3-4623-862a-43a18dd6a1ae","2C Family Brewing Co.","micro","1215 1st St S","null","null","Nampa","Idaho","83651-3957","United States","-116.559282","43.578989","2084753981","null","Idaho","1215 1st St S"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"5fdcc498-f9df-4fa5-b35d-487a59f0fecc","2Kids Brewing Company","micro","8680 Miralani Dr Ste 123","null","null","San Diego","California","92126-6391","United States","-117.137429","32.896584","8584805437","http://www.2kidsBrewing.com","California","8680 Miralani Dr Ste 123"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"be0ec266-d637-42e4-94ba-4ce21e456054","2nd Shift Brewing Co","brewpub","1601 Sublette Ave","null","null","Saint Louis","Missouri","63110-1924","United States","-90.280526","38.621943","6187910728","http://www.2ndshiftbrewing.com","Missouri","1601 Sublette Ave"
"id","name","brewery_type","address_1","address_2","address_3","city","state_province","postal_code","country","longitude","latitude","phone","website_url","state","street"
"fb8eee34-da8a-42b2-bc4c-77020024a7f0","2nd Story Brewing Company","brewpub","117 Chestnut St Frnt","null","null","Philadelphia","Pennsylvania","19106-4700","United States","null","null","2673145770","http://www.2ndstorybrewing.com/","Pennsylvania","117 Chestnut St Frnt"
